TimeStamp,Price,Area,PriceSqm,Rooms,Type,ApartmentFloor,TotalFloors,Year,Link,City,Neighborhood,Street
5/30/2022,155800,38,4100,1,1 kambario butas ,5,7,2018,https://domoplius.lt/skelbimai/parduodamas-1-kambario-butas-vilniuje-naujamiestyje-egliu-g-7601533.html,Vilnius, Naujamiestyje, Egliu g.
5/30/2022,44999,20.53,2191.865563,1,1 kambario butas ,10,12,1978,https://domoplius.lt/skelbimai/parduodamas-1-kambario-butas-vilniuje-naujamiestyje-skroblu-g-7601419.html,Vilnius, Naujamiestyje, Skroblu g.
5/30/2022,44999,30.39,1480.717341,1,1 kambario butas ,10,12,1978,https://domoplius.lt/skelbimai/parduodamas-1-kambario-butas-vilniuje-naujamiestyje-skroblu-g-7601422.html,Vilnius, Naujamiestyje, Skroblu g.
5/30/2022,44999,21.27,2115.608839,1,1 kambario butas ,12,12,1978,https://domoplius.lt/skelbimai/parduodamas-1-kambario-butas-vilniuje-naujamiestyje-skroblu-g-7601425.html,Vilnius, Naujamiestyje, Skroblu g.
5/30/2022,55999,24.36,2298.809524,1,1 kambario butas ,4,4,1958,https://domoplius.lt/skelbimai/parduodamas-1-kambario-butas-vilniuje-senamiestyje-subaciaus-g-7601416.html,Vilnius, Senamiestyje, Subaciaus g.
5/30/2022,160000,60,2666.666667,3,3 kambariu butas ,2,11,2022,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-justiniskese-rygos-g-7601410.html,Vilnius, Justiniškese, Rygos g.
5/30/2022,140000,54.21,2582.549345,2,2 kambariu butas ,10,11,2022,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-justiniskese-rygos-g-7601407.html,Vilnius, Justiniškese, Rygos g.
5/30/2022,114000,38.69,2946.497803,2,2 kambariu butas ,1,5,1997,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-pasilaiciuose-laisves-pr-7601161.html,Vilnius, Pašilaiciuose, Laisves pr.
5/30/2022,140000,64.62,2166.511916,3,3 kambariu butas ,1,2,2022,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-paneriuose-7601149.html,Vilnius, Paneriuose,NULL
5/30/2022,153500,52.96,2898.413897,2,2 kambariu butas ,1,5,2005,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-zirmunuose-v-nageviciaus-g-7600987.html,Vilnius, Žirmunuose, V. Nageviciaus g.
5/30/2022,72000,45.74,1574.114561,2,2 kambariu butas ,3,3,1958,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-zemieji-paneriai-vaduvos-g-7600990.html,Vilnius, Žemieji Paneriai, Vaduvos g.
5/30/2022,70000,33.23,2106.530244,1,1 kambario butas ,3,5,1973,https://domoplius.lt/skelbimai/parduodamas-1-kambario-butas-vilniuje-grigiskese-sviesos-g-7600711.html,Vilnius, Grigiškese, Šviesos g.
5/30/2022,199000,87.78,2267.031214,3,3 kambariu butas ,3,3,2012,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-pilaiteje-trakenu-g-7600717.html,Vilnius, Pilaiteje, Trakenu g.
5/30/2022,71900,34,2114.705882,2,2 kambariu butas ,7,12,,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-markuciuose-subaciaus-g-7600735.html,Vilnius, Markuciuose, Subaciaus g.
5/30/2022,395000,64,6171.875,3,3 kambariu butas ,4,5,2020,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-senamiestyje-saltiniu-g-7600723.html,Vilnius, Senamiestyje, Šaltiniu g.
5/30/2022,179990,70.63,2548.350559,3,3 kambariu butas ,1,3,1940,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-senamiestyje-m-dauksos-g-7600621.html,Vilnius, Senamiestyje, M. Daukšos g.
5/30/2022,77900,40,1947.5,2,2 kambariu butas ,7,12,1984,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-baltupiuose-baltupio-g-7600270.html,Vilnius, Baltupiuose, Baltupio g.
5/30/2022,30000,11,2727.272727,1,1 kambario butas ,3,5,1964,https://domoplius.lt/skelbimai/parduodamas-1-kambario-butas-vilniuje-senamiestyje-pelesos-g-7600093.html,Vilnius, Senamiestyje, Pelesos g.
5/30/2022,269922,123.14,2191.992854,4,4 kambariu butas ,5,7,2014,https://domoplius.lt/skelbimai/parduodamas-4-kambariu-butas-vilniuje-baltupiuose-ateities-g-7600063.html,Vilnius, Baltupiuose, Ateities g.
5/30/2022,143000,70.38,2031.827224,3,3 kambariu butas ,5,9,1994,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-pilaiteje-vyduno-g-7600072.html,Vilnius, Pilaiteje, Vyduno g.
5/30/2022,310000,69.2,4479.768786,2,2 kambariu butas ,4,4,2021,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-uzupyje-kriviu-g-7599934.html,Vilnius, Užupyje, Kriviu g.
5/30/2022,149900,59.97,2499.583125,2,2 kambariu butas ,9,9,1990,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-snipiskese-kalvariju-g-7599886.html,Vilnius, Šnipiškese, Kalvariju g.
5/30/2022,90000,51,1764.705882,4,4 kambariu butas ,1,2,1940,https://domoplius.lt/skelbimai/parduodamas-4-kambariu-butas-vilniuje-zveryne-vytauto-g-7599895.html,Vilnius, Žveryne, Vytauto g.
5/30/2022,150000,86.44,1735.307728,4,4 kambariu butas ,1,2,2022,https://domoplius.lt/skelbimai/parduodamas-4-kambariu-butas-vilniuje-pavilnyje-azeru-g-7599667.html,Vilnius, Pavilnyje, Azeru g.
5/30/2022,250000,66.01,3787.304954,3,3 kambariu butas ,1,3,1940,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-senamiestyje-pilies-g-7599619.html,Vilnius, Senamiestyje, Pilies g.
5/30/2022,185000,74.63,2478.895886,4,4 kambariu butas ,1,12,1979,https://domoplius.lt/skelbimai/parduodamas-4-kambariu-butas-vilniuje-zirmunuose-minties-g-7599613.html,Vilnius, Žirmunuose, Minties g.
5/30/2022,250000,66.01,3787.304954,2,2 kambariu butas ,1,3,1940,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-senamiestyje-pilies-g-7599616.html,Vilnius, Senamiestyje, Pilies g.
5/30/2022,835000,231,3614.718615,5,5 kambariu butas ,2,3,1940,https://domoplius.lt/skelbimai/parduodamas-5-kambariu-butas-vilniuje-uzupyje-uzupio-g-7599151.html,Vilnius, Užupyje, Užupio g.
5/30/2022,315000,101.23,3111.725773,3,3 kambariu butas ,1,3,1998,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-antakalnyje-nemencines-pl-7599124.html,Vilnius, Antakalnyje, Nemencines pl.
5/30/2022,279000,49,5693.877551,2,2 kambariu butas ,6,8,2019,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-zirmunuose-rinktines-g-7599004.html,Vilnius, Žirmunuose, Rinktines g.
5/30/2022,82500,44,1875,2,2 kambariu butas ,2,4,1964,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-grigiskese-7598920.html,Vilnius, Grigiškese,NULL
5/30/2022,170000,101.91,1668.138554,4,4 kambariu butas ,1,2,2021,https://domoplius.lt/skelbimai/parduodamas-4-kambariu-butas-vilniuje-pilaiteje-katniavos-g-7598935.html,Vilnius, Pilaiteje, Katniavos g.
5/30/2022,167800,47,3570.212766,2,2 kambariu butas ,1,4,2018,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-pilaiteje-elbingo-g-7598884.html,Vilnius, Pilaiteje, Elbingo g.
5/30/2022,99500,38,2618.421053,1,1 kambario butas ,11,12,2007,https://domoplius.lt/skelbimai/parduodamas-1-kambario-butas-vilniuje-pasilaiciuose-pavilnioniu-g-7606486.html,Vilnius, Pašilaiciuose, Pavilnioniu g.
5/30/2022,125000,55.02,2271.901127,2,2 kambariu butas ,9,12,2008,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-fabijoniskese-salomejos-neries-g-7598830.html,Vilnius, Fabijoniškese, Salomejos Neries g.
5/30/2022,142000,43.92,3233.151184,2,2 kambariu butas ,4,5,1967,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-naujamiestyje-algirdo-g-7598572.html,Vilnius, Naujamiestyje, Algirdo g.
5/30/2022,85000,30.25,2809.917355,1,1 kambario butas ,5,5,1966,https://domoplius.lt/skelbimai/parduodamas-1-kambario-butas-vilniuje-zirmunuose-zirmunu-g-7598485.html,Vilnius, Žirmunuose, Žirmunu g.
5/30/2022,75000,39,1923.076923,2,2 kambariu butas ,1,4,1938,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-senamiestyje-raugyklos-g-7598443.html,Vilnius, Senamiestyje, Raugyklos g.
5/30/2022,269922,123.14,2191.992854,4,4 kambariu butas ,5,7,2014,https://domoplius.lt/skelbimai/parduodamas-4-kambariu-butas-vilniuje-jeruzaleje-ateities-g-7598371.html,Vilnius, Jeruzaleje, Ateities g.
5/30/2022,112000,41.15,2721.749696,2,2 kambariu butas ,4,9,2021,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-virsuliskese-spaudos-g-7598338.html,Vilnius, Viršuliškese, Spaudos g.
5/30/2022,221717,83.04,2670.002408,3,3 kambariu butas ,8,9,2021,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-virsuliskese-spaudos-g-7598356.html,Vilnius, Viršuliškese, Spaudos g.
5/30/2022,224000,39,5743.589744,2,2 kambariu butas ,2,4,2017,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-senamiestyje-subaciaus-g-7598413.html,Vilnius, Senamiestyje, Subaciaus g.
5/30/2022,44900,17.94,2502.787068,1,1 kambario butas ,3,5,1974,https://domoplius.lt/skelbimai/parduodamas-1-kambario-butas-vilniuje-naujamiestyje-a-vivulskio-g-7598287.html,Vilnius, Naujamiestyje, A. Vivulskio g.
5/30/2022,338000,95.52,3538.525963,3,3 kambariu butas ,7,7,2001,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-zveryne-elniu-g-7598380.html,Vilnius, Žveryne, Elniu g.
5/30/2022,143000,46,3108.695652,2,2 kambariu butas ,2,7,2003,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-lazdyneliuose-jonazoliu-g-7598251.html,Vilnius, Lazdyneliuose, Jonažoliu g.
5/30/2022,35000,55,636.3636364,2,2 kambariu butas ,1,5,1969,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-naujininkuose-saltkalviu-g-7598092.html,Vilnius, Naujininkuose, Šaltkalviu g.
5/30/2022,135000,62,2177.419355,3,3 kambariu butas ,12,12,1976,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-senamiestyje-tyzenhauzu-g-7606516.html,Vilnius, Senamiestyje, Tyzenhauzu g.
5/30/2022,139900,70.06,1996.859834,3,3 kambariu butas ,3,9,1994,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-pilaiteje-karaliauciaus-g-7597966.html,Vilnius, Pilaiteje, Karaliauciaus g.
5/30/2022,93000,25,3720,2,2 kambariu butas ,3,3,1980,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-zirmunuose-kalvariju-g-7597729.html,Vilnius, Žirmunuose, Kalvariju g.
5/30/2022,93000,25,3720,2,2 kambariu butas ,3,3,1980,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-zirmunuose-kalvariju-g-7597732.html,Vilnius, Žirmunuose, Kalvariju g.
5/30/2022,93000,25,3720,2,2 kambariu butas ,3,3,1980,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-zirmunuose-kalvariju-g-7597726.html,Vilnius, Žirmunuose, Kalvariju g.
5/30/2022,123000,35,3514.285714,2,2 kambariu butas ,3,3,1980,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-zirmunuose-kalvariju-g-7597735.html,Vilnius, Žirmunuose, Kalvariju g.
5/30/2022,75000,27.37,2740.226525,2,2 kambariu butas ,9,9,1972,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-naujininkuose-saltkalviu-g-7597708.html,Vilnius, Naujininkuose, Šaltkalviu g.
5/30/2022,98500,41.78,2357.587362,2,2 kambariu butas ,2,5,1983,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-vilkpedeje-titnago-g-7606111.html,Vilnius, Vilkpedeje, Titnago g.
5/30/2022,98500,41.72,2360.977948,2,2 kambariu butas ,2,5,1983,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-zemieji-paneriai-titnago-g-7606114.html,Vilnius, Žemieji Paneriai, Titnago g.
5/30/2022,175500,70.89,2475.666526,3,3 kambariu butas ,1,9,2006,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-jeruzaleje-bitininku-g-7597621.html,Vilnius, Jeruzaleje, Bitininku g.
5/30/2022,170000,48,3541.666667,2,2 kambariu butas ,1,NULL,1950,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-senamiestyje-j-basanaviciaus-g-7597492.html,Vilnius, Senamiestyje, J. Basanaviciaus g.
5/30/2022,215000,106.4,2020.676692,4,4 kambariu butas ,1,2,2010,https://domoplius.lt/skelbimai/parduodamas-4-kambariu-butas-vilniuje-balsiuose-7597513.html,Vilnius, Balsiuose,NULL
5/30/2022,179000,66.63,2686.477563,3,3 kambariu butas ,4,4,2006,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-lazdynuose-7597552.html,Vilnius, Lazdynuose,NULL
5/30/2022,430000,159,2704.402516,4,4 kambariu butas ,4,4,1956,https://domoplius.lt/skelbimai/parduodamas-4-kambariu-butas-vilniuje-senamiestyje-a-stulginskio-g-7597516.html,Vilnius, Senamiestyje, A. Stulginskio g.
5/30/2022,189500,67.44,2809.905101,3,3 kambariu butas ,5,9,1966,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-snipiskese-7597378.html,Vilnius, Šnipiškese,NULL
5/30/2022,165000,75,2200,3,3 kambariu butas ,2,9,2008,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-pasilaiciuose-giruliu-g-7606609.html,Vilnius, Pašilaiciuose, Giruliu g.
5/30/2022,164000,47.89,3424.514512,2,2 kambariu butas ,1,9,2017,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-pilaiteje-m-mazvydo-g-7597171.html,Vilnius, Pilaiteje, M. Mažvydo g.
5/30/2022,250000,244,1024.590164,3,3 kambariu butas ,3,3,1997,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-santariskese-mykolo-marcinkeviciaus-g-7606444.html,Vilnius, Santariškese, Mykolo Marcinkeviciaus g.
5/30/2022,169000,119.11,1418.856519,3,3 kambariu butas ,4,6,1993,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-pasilaiciuose-laisves-pr-7606438.html,Vilnius, Pašilaiciuose, Laisves pr.
5/30/2022,1350000,196,6887.755102,4,4 kambariu butas ,5,NULL,1996,https://domoplius.lt/skelbimai/parduodamas-4-kambariu-butas-vilniuje-senamiestyje-teatro-g-7597132.html,Vilnius, Senamiestyje, Teatro g.
5/30/2022,107000,53.29,2007.881404,3,3 kambariu butas ,1,3,1969,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-traku-voke-j-tiskeviciaus-g-7597159.html,Vilnius, Traku Voke, J. Tiškeviciaus g.
5/30/2022,129000,59,2186.440678,2,2 kambariu butas ,5,15,2007,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-pasilaiciuose-pavilnioniu-g-7597033.html,Vilnius, Pašilaiciuose, Pavilnioniu g.
5/30/2022,198000,120,1650,4,4 kambariu butas ,1,2,2000,https://domoplius.lt/skelbimai/parduodamas-4-kambariu-butas-vilniuje-lazdynuose-7606228.html,Vilnius, Lazdynuose,NULL
5/30/2022,515000,126.71,4064.399021,3,3 kambariu butas ,15,NULL,2007,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-naujamiestyje-antano-tumeno-g-7596790.html,Vilnius, Naujamiestyje, Antano Tumeno g.
5/30/2022,660000,92,7173.913043,3,3 kambariu butas ,3,NULL,1940,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-senamiestyje-gedimino-pr-7596769.html,Vilnius, Senamiestyje, Gedimino pr.
5/30/2022,528000,96,5500,4,4 kambariu butas ,1,NULL,2009,https://domoplius.lt/skelbimai/parduodamas-4-kambariu-butas-vilniuje-senamiestyje-ausros-vartu-g-7596799.html,Vilnius, Senamiestyje, Aušros Vartu g.
5/30/2022,120000,47,2553.191489,2,2 kambariu butas ,1,4,2008,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-lazdyneliuose-lazdyneliu-g-7596727.html,Vilnius, Lazdyneliuose, Lazdyneliu g.
5/30/2022,264000,116.35,2269.0159,5,5 kambariu butas ,7,9,1983,https://domoplius.lt/skelbimai/parduodamas-5-kambariu-butas-vilniuje-zveryne-7606096.html,Vilnius, Žveryne,NULL
5/30/2022,700000,234,2991.452991,6,6 kambariu butas ,3,NULL,1940,https://domoplius.lt/skelbimai/parduodamas-6-kambariu-butas-vilniuje-naujamiestyje-m-k-ciurlionio-g-7596802.html,Vilnius, Naujamiestyje, M. K. Ciurlionio g.
5/30/2022,120000,50,2400,2,2 kambariu butas ,5,4,1989,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-grigiskese-7596865.html,Vilnius, Grigiškese,NULL
5/30/2022,115000,45,2555.555556,2,2 kambariu butas ,9,9,1978,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-karoliniskese-apolinaro-juozo-povilaicio-g-7606105.html,Vilnius, Karoliniškese, Apolinaro Juozo Povilaicio g.
5/30/2022,490000,73.86,6634.172759,2,2 kambariu butas ,3,NULL,2017,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-uzupyje-polocko-g-7596793.html,Vilnius, Užupyje, Polocko g.
5/30/2022,129000,70.15,1838.916607,3,3 kambariu butas ,7,9,1992,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-pilaiteje-7596634.html,Vilnius, Pilaiteje,NULL
5/30/2022,94000,59.16,1588.911427,2,2 kambariu butas ,1,5,1977,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-naujamiestyje-7605952.html,Vilnius, Naujamiestyje,NULL
5/30/2022,84900,44.39,1912.592926,2,2 kambariu butas ,5,5,1962,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-naujamiestyje-7605958.html,Vilnius, Naujamiestyje,NULL
5/30/2022,240000,165.39,1451.115545,4,4 kambariu butas ,1,2,2009,https://domoplius.lt/skelbimai/parduodamas-4-kambariu-butas-vilniuje-zemieji-paneriai-7605955.html,Vilnius, Žemieji Paneriai,NULL
5/30/2022,84900,44.39,1912.592926,2,2 kambariu butas ,5,5,1962,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-vilkpedeje-7596490.html,Vilnius, Vilkpedeje,NULL
5/30/2022,160000,43,3720.930233,2,2 kambariu butas ,4,4,2020,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-lazdyneliuose-lazdyneliu-g-7605706.html,Vilnius, Lazdyneliuose, Lazdyneliu g.
5/30/2022,310000,62,5000,2,2 kambariu butas ,1,3,2006,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-senamiestyje-stikliu-g-7596229.html,Vilnius, Senamiestyje, Stikliu g.
5/30/2022,89500,47,1904.255319,2,2 kambariu butas ,5,5,1973,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-karoliniskese-7595980.html,Vilnius, Karoliniškese,NULL
5/30/2022,105000,51,2058.823529,2,2 kambariu butas ,4,5,1973,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-karoliniskese-vido-maciuleviciaus-g-7605469.html,Vilnius, Karoliniškese, Vido Maciuleviciaus g.
5/30/2022,185200,71.79,2579.746483,4,4 kambariu butas ,3,8,2022,https://domoplius.lt/skelbimai/parduodamas-4-kambariu-butas-vilniuje-pilaiteje-karaliauciaus-g-7603210.html,Vilnius, Pilaiteje, Karaliauciaus g.
5/30/2022,182100,66.84,2724.416517,3,3 kambariu butas ,4,8,2022,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-pilaiteje-giluzio-g-7603192.html,Vilnius, Pilaiteje, Gilužio g.
5/30/2022,130000,35,3714.285714,1,1 kambario butas ,2,5,1987,https://domoplius.lt/skelbimai/parduodamas-1-kambario-butas-vilniuje-naujamiestyje-s-konarskio-g-7605367.html,Vilnius, Naujamiestyje, S. Konarskio g.
5/30/2022,50000,24.54,2037.489813,1,1 kambario butas ,1,1,1940,https://domoplius.lt/skelbimai/parduodamas-1-kambario-butas-vilniuje-zveryne-lokiu-g-7595848.html,Vilnius, Žveryne, Lokiu g.
5/30/2022,242000,92.69,2610.853382,4,4 kambariu butas ,1,4,1959,https://domoplius.lt/skelbimai/parduodamas-4-kambariu-butas-vilniuje-antakalnyje-silo-g-7595854.html,Vilnius, Antakalnyje, Šilo g.
5/30/2022,175000,55,3181.818182,2,2 kambariu butas ,3,4,2007,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-senamiestyje-sv-stepono-g-7595719.html,Vilnius, Senamiestyje, Šv. Stepono g.
5/30/2022,89500,47,1904.255319,2,2 kambariu butas ,5,5,1973,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-karoliniskese-loretos-asanaviciutes-g-7598278.html,Vilnius, Karoliniškese, Loretos Asanaviciutes g.
5/30/2022,135000,34.7,3890.489914,2,2 kambariu butas ,3,5,2022,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-antakalnyje-antakalnio-g-7595578.html,Vilnius, Antakalnyje, Antakalnio g.
5/30/2022,273315,68.5,3990,3,3 kambariu butas ,3,5,2022,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-antakalnyje-antakalnio-g-7595575.html,Vilnius, Antakalnyje, Antakalnio g.
5/30/2022,230000,73,3150.684932,3,3 kambariu butas ,12,12,1980,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-snipiskese-seimyniskiu-g-7604965.html,Vilnius, Šnipiškese, Šeimyniškiu g.
5/30/2022,145000,71,2042.253521,4,4 kambariu butas ,5,5,1966,https://domoplius.lt/skelbimai/parduodamas-4-kambariu-butas-vilniuje-antakalnyje-antakalnio-g-7604935.html,Vilnius, Antakalnyje, Antakalnio g.
5/30/2022,59900,26.46,2263.794407,2,2 kambariu butas ,9,9,1990,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-snipiskese-kalvariju-g-7595095.html,Vilnius, Šnipiškese, Kalvariju g.
5/30/2022,115000,44.39,2590.673575,2,2 kambariu butas ,1,11,2022,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-justiniskese-rygos-g-7604788.html,Vilnius, Justiniškese, Rygos g.
5/30/2022,98000,25.95,3776.493256,2,2 kambariu butas ,8,9,1990,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-zirmunuose-kalvariju-g-7595089.html,Vilnius, Žirmunuose, Kalvariju g.
5/30/2022,80000,45,1777.777778,2,2 kambariu butas ,2,3,1958,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-grigiskese-mokyklos-g-7604749.html,Vilnius, Grigiškese, Mokyklos g.
5/30/2022,145000,48.51,2989.074418,3,3 kambariu butas ,5,11,2022,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-justiniskese-rygos-g-7604791.html,Vilnius, Justiniškese, Rygos g.
5/30/2022,155000,45.85,3380.588877,2,2 kambariu butas ,3,7,2017,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-fabijoniskese-fabijoniskiu-g-7595074.html,Vilnius, Fabijoniškese, Fabijoniškiu g.
5/30/2022,920000,125,7360,3,3 kambariu butas ,5,5,2009,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-senamiestyje-saltiniu-g-7594981.html,Vilnius, Senamiestyje, Šaltiniu g.
5/30/2022,460000,148,3108.108108,4,4 kambariu butas ,1,2,2012,https://domoplius.lt/skelbimai/parduodamas-4-kambariu-butas-vilniuje-uzupyje-kriviu-g-7594978.html,Vilnius, Užupyje, Kriviu g.
5/30/2022,250000,51.81,4825.323297,3,3 kambariu butas ,5,5,2004,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-antakalnyje-l-sapiegos-g-7594912.html,Vilnius, Antakalnyje, L. Sapiegos g.
5/30/2022,240000,80.27,2989.909057,3,3 kambariu butas ,1,3,2017,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-tarandeje-gailasiu-g-7602520.html,Vilnius, Tarandeje, Gailašiu g.
5/30/2022,73300,33.57,2183.49717,1,1 kambario butas ,5,12,2023,https://domoplius.lt/skelbimai/parduodamas-1-kambario-butas-vilniuje-pasilaiciuose-perkunkiemio-g-7594519.html,Vilnius, Pašilaiciuose, Perkunkiemio g.
5/30/2022,98800,61.43,1608.33469,3,3 kambariu butas ,5,12,2023,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-pasilaiciuose-perkunkiemio-g-7594525.html,Vilnius, Pašilaiciuose, Perkunkiemio g.
5/30/2022,510075,84.31,6049.99407,3,3 kambariu butas ,5,7,2012,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-senamiestyje-m-k-ciurlionio-g-7594540.html,Vilnius, Senamiestyje, M. K. Ciurlionio g.
5/30/2022,94500,51.6,1831.395349,2,2 kambariu butas ,5,12,2023,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-pasilaiciuose-perkunkiemio-g-7594522.html,Vilnius, Pašilaiciuose, Perkunkiemio g.
5/30/2022,132000,62,2129.032258,3,3 kambariu butas ,1,6,1996,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-jeruzaleje-braskiu-g-7604080.html,Vilnius, Jeruzaleje, Braškiu g.
5/30/2022,200000,50.55,3956.478734,2,2 kambariu butas ,3,3,1940,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-senamiestyje-arimu-sodu-g-7594363.html,Vilnius, Senamiestyje, Arimu Sodu g.
5/30/2022,138900,63.21,2197.437114,3,3 kambariu butas ,2,4,1984,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-buivydiskese-helsinkio-g-7594378.html,Vilnius, Buivydiškese, Helsinkio g.
5/30/2022,244000,60,4066.666667,3,3 kambariu butas ,3,1,1940,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-senamiestyje-gelezinkelio-g-7604116.html,Vilnius, Senamiestyje, Geležinkelio g.
5/30/2022,123000,35,3514.285714,2,2 kambariu butas ,3,3,2022,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-baltupiuose-7594231.html,Vilnius, Baltupiuose,NULL
