TimeStamp,Price,Area,PriceSqm,Rooms,Type,ApartmentFloor,TotalFloors,Year,Link,City,Neighborhood,Street
5/30/2022,145000,42,3452.380952,2,2 kambariu butas ,2,3,1955,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-zveryne-blindziu-g-7594225.html,Vilnius, Žveryne, Blindžiu g.
5/30/2022,174500,77,2266.233766,3,3 kambariu butas ,3,5,1958,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-naujamiestyje-gelezinio-vilko-g-7594174.html,Vilnius, Naujamiestyje, Geležinio Vilko g.
5/30/2022,267420,64.1,4171.918877,3,3 kambariu butas ,3,4,2023,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-uzupyje-polocko-g-7594159.html,Vilnius, Užupyje, Polocko g.
5/30/2022,239000,70,3414.285714,2,2 kambariu butas ,4,4,2007,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-karoliniskese-igno-simulionio-g-7593889.html,Vilnius, Karoliniškese, Igno Šimulionio g.
5/30/2022,67000,37.5,1786.666667,2,2 kambariu butas ,3,3,2020,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-karoliniskese-vido-maciuleviciaus-g-7593637.html,Vilnius, Karoliniškese, Vido Maciuleviciaus g.
5/30/2022,122990,50.2,2450,2,2 kambariu butas ,2,3,2022,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-buivydiskese-7603453.html,Vilnius, Buivydiškese,NULL
5/30/2022,309000,67.56,4573.712256,2,2 kambariu butas ,2,3,2022,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-antakalnyje-nemencines-pl-7593526.html,Vilnius, Antakalnyje, Nemencines pl.
5/30/2022,249000,52.71,4723.961298,2,2 kambariu butas ,1,3,2022,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-antakalnyje-nemencines-pl-7593529.html,Vilnius, Antakalnyje, Nemencines pl.
5/30/2022,79000,33,2393.939394,1,1 kambario butas ,4,5,1978,https://domoplius.lt/skelbimai/parduodamas-1-kambario-butas-vilniuje-karoliniskese-vido-maciuleviciaus-g-7593460.html,Vilnius, Karoliniškese, Vido Maciuleviciaus g.
5/30/2022,159000,33,4818.181818,1,1 kambario butas ,1,2,1912,https://domoplius.lt/skelbimai/parduodamas-1-kambario-butas-vilniuje-senamiestyje-tilto-g-7594036.html,Vilnius, Senamiestyje, Tilto g.
5/30/2022,189000,45,4200,2,2 kambariu butas ,6,NULL,2009,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-senamiestyje-gedimino-pr-7593289.html,Vilnius, Senamiestyje, Gedimino pr.
5/30/2022,175000,36.59,4782.727521,2,2 kambariu butas ,1,NULL,1957,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-senamiestyje-a-vienuolio-g-7593136.html,Vilnius, Senamiestyje, A. Vienuolio g.
5/30/2022,118000,37.22,3170.338528,2,2 kambariu butas ,4,4,1940,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-senamiestyje-ausros-vartu-g-7593130.html,Vilnius, Senamiestyje, Aušros Vartu g.
5/30/2022,75000,28,2678.571429,1,1 kambario butas ,4,9,1969,https://domoplius.lt/skelbimai/parduodamas-1-kambario-butas-vilniuje-snipiskese-kalvariju-g-7603099.html,Vilnius, Šnipiškese, Kalvariju g.
5/30/2022,89000,42,2119.047619,2,2 kambariu butas ,8,12,1978,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-naujamiestyje-zemaites-g-7593094.html,Vilnius, Naujamiestyje, Žemaites g.
5/30/2022,245000,84,2916.666667,3,3 kambariu butas ,3,9,2009,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-siaures-miestelis-s-zukausko-g-7593070.html,Vilnius, Šiaures miestelis, S. Žukausko g.
5/30/2022,150000,53,2830.188679,2,2 kambariu butas ,2,8,2008,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-siaures-miestelis-s-zukausko-g-7602985.html,Vilnius, Šiaures miestelis, S. Žukausko g.
5/30/2022,95000,47.42,2003.374104,2,2 kambariu butas ,4,NULL,1978,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-virsuliskese-tuju-g-7592830.html,Vilnius, Viršuliškese, Tuju g.
5/30/2022,229000,56,4089.285714,2,2 kambariu butas ,3,3,1940,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-senamiestyje-7602832.html,Vilnius, Senamiestyje,NULL
5/30/2022,279000,49,5693.877551,2,2 kambariu butas ,6,8,2019,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-snipiskese-7602838.html,Vilnius, Šnipiškese,NULL
5/30/2022,248000,151,1642.384106,4,4 kambariu butas ,1,2,2022,https://domoplius.lt/skelbimai/parduodamas-4-kambariu-butas-vilniuje-antakalnyje-7592701.html,Vilnius, Antakalnyje,NULL
5/30/2022,249000,52.71,4723.961298,2,2 kambariu butas ,1,3,2022,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-valakampiuose-nemencines-pl-7592668.html,Vilnius, Valakampiuose, Nemencines pl.
5/30/2022,309000,67.56,4573.712256,2,2 kambariu butas ,2,3,2022,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-valakampiuose-nemencines-pl-7592665.html,Vilnius, Valakampiuose, Nemencines pl.
5/30/2022,299000,67.63,4421.11489,2,2 kambariu butas ,1,3,2022,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-valakampiuose-nemencines-pl-7592620.html,Vilnius, Valakampiuose, Nemencines pl.
5/30/2022,299000,67.63,4421.11489,2,2 kambariu butas ,1,3,2022,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-antakalnyje-nemencines-pl-7592623.html,Vilnius, Antakalnyje, Nemencines pl.
5/30/2022,199500,43.5,4586.206897,2,2 kambariu butas ,1,3,2006,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-senamiestyje-subaciaus-g-7592317.html,Vilnius, Senamiestyje, Subaciaus g.
5/30/2022,799000,162,4932.098765,5,5 kambariu butas ,3,4,2007,https://domoplius.lt/skelbimai/parduodamas-5-kambariu-butas-vilniuje-zveryne-blindziu-g-7602097.html,Vilnius, Žveryne, Blindžiu g.
5/30/2022,155800,38,4100,2,2 kambariu butas ,5,7,2018,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-naujamiestyje-egliu-g-7602088.html,Vilnius, Naujamiestyje, Egliu g.
5/30/2022,219000,73.19,2992.212051,4,4 kambariu butas ,5,5,2020,https://domoplius.lt/skelbimai/parduodamas-4-kambariu-butas-vilniuje-pasilaiciuose-budiniskiu-g-7602112.html,Vilnius, Pašilaiciuose, Budiniškiu g.
5/30/2022,125000,50,2500,2,2 kambariu butas ,5,5,1968,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-antakalnyje-antakalnio-g-7592218.html,Vilnius, Antakalnyje, Antakalnio g.
5/30/2022,71400,28,2550,1,1 kambario butas ,6,9,1975,https://domoplius.lt/skelbimai/parduodamas-1-kambario-butas-vilniuje-naujamiestyje-statybininku-g-7592224.html,Vilnius, Naujamiestyje, Statybininku g.
5/30/2022,461000,102.26,4508.116566,3,3 kambariu butas ,2,NULL,2007,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-naujamiestyje-v-mykolaicio-putino-g-7591906.html,Vilnius, Naujamiestyje, V. Mykolaicio-Putino g.
5/30/2022,650000,245,2653.061224,5,5 kambariu butas ,1,NULL,1995,https://domoplius.lt/skelbimai/parduodamas-5-kambariu-butas-vilniuje-uzupyje-polocko-g-7591960.html,Vilnius, Užupyje, Polocko g.
5/30/2022,430000,159.02,2704.062382,5,5 kambariu butas ,5,NULL,1956,https://domoplius.lt/skelbimai/parduodamas-5-kambariu-butas-vilniuje-naujamiestyje-a-stulginskio-g-7591903.html,Vilnius, Naujamiestyje, A. Stulginskio g.
5/30/2022,130000,60.04,2165.223185,3,3 kambariu butas ,1,11,2022,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-justiniskese-rygos-g-7601623.html,Vilnius, Justiniškese, Rygos g.
5/30/2022,600000,128,4687.5,4,4 kambariu butas ,3,3,2016,https://domoplius.lt/skelbimai/parduodamas-4-kambariu-butas-vilniuje-zveryne-seliu-g-7591855.html,Vilnius, Žveryne, Seliu g.
5/30/2022,135000,54.21,2490.31544,2,2 kambariu butas ,7,11,2022,https://domoplius.lt/skelbimai/parduodamas-2-kambariu-butas-vilniuje-justiniskese-rygos-g-7601404.html,Vilnius, Justiniškese, Rygos g.
5/30/2022,920000,154,5974.025974,4,4 kambariu butas ,5,5,2009,https://domoplius.lt/skelbimai/parduodamas-4-kambariu-butas-vilniuje-senamiestyje-saltiniu-g-7601380.html,Vilnius, Senamiestyje, Šaltiniu g.
5/30/2022,229000,56,4089.285714,3,3 kambariu butas ,3,3,1940,https://domoplius.lt/skelbimai/parduodamas-3-kambariu-butas-vilniuje-senamiestyje-7601293.html,Vilnius, Senamiestyje,NULL
